,Amount missing,Persentage missing
"ASSQ,ASSQ_25",1,0.030826140567200986
"ARI_P,ARI_P_02",1,0.030826140567200986
"ASSQ,ASSQ_13",1,0.030826140567200986
"ASSQ,ASSQ_20",1,0.030826140567200986
"ASSQ,ASSQ_17",1,0.030826140567200986
"ASSQ,ASSQ_26",1,0.030826140567200986
"SympChck,CSC_07C",1,0.030826140567200986
"SRS,SRS_06",1,0.030826140567200986
"ASSQ,ASSQ_04",1,0.030826140567200986
"CBCL,CBCL_22",1,0.030826140567200986
"CBCL,CBCL_06",1,0.030826140567200986
"CBCL,CBCL_01",1,0.030826140567200986
"SCQ,SCQ_09",1,0.030826140567200986
"CBCL,CBCL_11",1,0.030826140567200986
"ASSQ,ASSQ_06",1,0.030826140567200986
"CBCL,CBCL_12",1,0.030826140567200986
"SCQ,SCQ_11",1,0.030826140567200986
"CBCL,CBCL_19",1,0.030826140567200986
"CBCL,CBCL_27",1,0.030826140567200986
"CBCL,CBCL_71",1,0.030826140567200986
"SRS,SRS_35",1,0.030826140567200986
"SRS,SRS_08",1,0.030826140567200986
"SRS,SRS_04",1,0.030826140567200986
"SRS,SRS_01",1,0.030826140567200986
"SCQ,SCQ_30",1,0.030826140567200986
"CBCL,CBCL_59",1,0.030826140567200986
"CBCL,CBCL_63",1,0.030826140567200986
"Barratt,Barratt_Total_Occ",1,0.030826140567200986
"CBCL,CBCL_99",1,0.030826140567200986
