,Diag: Enuresis,Diag: Oppositional Defiant Disorder,Diag: Generalized Anxiety Disorder,Diag: Autism Spectrum Disorder,Diag: No Diagnosis Given,Diag: ADHD-Combined Type,Diag: Social Anxiety (Social Phobia)
85,0.8826890116168348,0.8714530332681016,0.8743762698090207,0.8993165924984107,0.8416500884173298,0.8461199294532628,0.8247782446311858
84,0.8826890116168348,0.8714530332681016,0.8747338480292565,0.8993165924984107,0.8425342617152962,0.8461199294532628,0.8247782446311858
83,0.8826890116168348,0.8714530332681016,0.8753839902478667,0.8993324856961221,0.8420369142351901,0.8461199294532628,0.8247549019607843
82,0.8826890116168348,0.8714530332681016,0.8755790329134499,0.8993324856961221,0.842893457117595,0.8461199294532628,0.8247782446311858
81,0.8659847103952989,0.8714530332681016,0.8746038195855342,0.8993324856961221,0.8427276746242264,0.8461304274796339,0.8247549019607843
80,0.8826890116168348,0.8714530332681016,0.8742624949207639,0.8993324856961221,0.8427829354553492,0.846161921558747,0.8247782446311858
79,0.8826890116168348,0.8714530332681016,0.8741324664770418,0.8993324856961221,0.8427276746242264,0.846161921558747,0.8247782446311858
78,0.8826890116168348,0.8714530332681016,0.8741649735879724,0.8993324856961221,0.8417606100795756,0.846161921558747,0.8247782446311858
77,0.8826890116168348,0.8714530332681016,0.874197480698903,0.8993324856961221,0.8421198054818744,0.8460149491895523,0.8247549019607843
76,0.8922246102783143,0.8714530332681016,0.8748638764729785,0.8993324856961221,0.8420921750663131,0.8460254472159234,0.8247782446311858
75,0.8826890116168348,0.8714530332681016,0.8757578220235677,0.8993324856961221,0.8417744252873562,0.8460254472159234,0.8247782446311858
74,0.8826890116168348,0.8714530332681016,0.8747663551401869,0.8993324856961221,0.8421336206896551,0.8460359452422945,0.8247782446311858
73,0.8826890116168348,0.8714530332681016,0.874831369362048,0.8993324856961221,0.841691534040672,0.8460359452422945,0.8247549019607843
72,0.8650053051119515,0.8714530332681016,0.8749288906948396,0.8993324856961221,0.8415533819628648,0.8460359452422945,0.8247549019607843
71,0.8826890116168348,0.8714530332681016,0.8747663551401871,0.8993324856961221,0.8419954686118479,0.8460254472159234,0.8247782446311858
70,0.8826890116168348,0.8714530332681016,0.8751076798049573,0.8993165924984107,0.8425480769230769,0.8460254472159234,0.8247782446311858
69,0.8826890116168348,0.8714530332681016,0.8758228362454287,0.8993324856961221,0.8424375552608312,0.8460359452422945,0.8247782446311858
68,0.8633185515684088,0.8714530332681016,0.874636326696465,0.8993006993006993,0.8427691202475684,0.8455740320819685,0.8247782446311858
67,0.8937345267568082,0.8714530332681016,0.8751239333604227,0.8993324856961221,0.8424099248452697,0.8455530360292265,0.8248015873015873
66,0.8826890116168348,0.8714530332681016,0.8750101584721658,0.8993324856961221,0.8426033377541997,0.8455530360292265,0.8247549019607843
65,0.8826890116168348,0.8714530332681016,0.8748151158065828,0.8993324856961221,0.8424651856763925,0.8455530360292265,0.8247782446311858
64,0.8826890116168348,0.8714530332681016,0.8747988622511175,0.8993324856961221,0.8424651856763925,0.8455530360292265,0.8248015873015873
63,0.8826890116168348,0.8714530332681016,0.8740349451442503,0.8993165924984107,0.8424651856763925,0.8455530360292265,0.8248015873015873
62,0.8826890116168348,0.8714530332681016,0.8744087769199512,0.8993324856961221,0.8424651856763925,0.8455530360292265,0.8248015873015873
61,0.8826890116168348,0.8714530332681016,0.8751726940268184,0.8993165924984107,0.8424651856763925,0.8455530360292265,0.8248015873015873
60,0.8826890116168348,0.8714530332681016,0.8747501015847216,0.8993324856961221,0.8424651856763925,0.8452695893172084,0.8248015873015873
59,0.8826890116168348,0.8714530332681016,0.8748151158065828,0.8993324856961221,0.8424651856763925,0.8452905853699505,0.8247782446311858
58,0.8826890116168348,0.8714530332681016,0.8749776513612353,0.8993324856961221,0.842492816091954,0.8452695893172083,0.8248015873015873
57,0.8826890116168348,0.8714530332681016,0.8742787484762292,0.8993324856961221,0.8424651856763925,0.8452695893172083,0.8248015873015873
56,0.8826890116168348,0.8714530332681016,0.8752214546932141,0.8993324856961221,0.8422165119363395,0.8453010833963215,0.8248015873015873
55,0.8826890116168348,0.8714530332681016,0.8746200731409997,0.8993324856961221,0.8428796419098143,0.845175107079869,0.8248015873015873
54,0.8987811845362788,0.8714530332681016,0.8742299878098334,0.8993324856961221,0.8437638152077807,0.845154111027127,0.8248015873015873
53,0.8826890116168348,0.8714530332681016,0.8750264120276309,0.8993324856961221,0.8437914456233422,0.8451856051062401,0.8248015873015873
52,0.8826890116168348,0.8714530332681016,0.8747175944737913,0.8993324856961221,0.8455045313881521,0.8465608465608466,0.8248015873015873
51,0.8743096553037517,0.8714530332681016,0.8750426655830963,0.8993324856961221,0.8455874226348363,0.8463718820861678,0.8248015873015873
50,0.8826890116168348,0.8714530332681016,0.875660300690776,0.8993324856961221,0.8452282272325375,0.8462039136642312,0.8248015873015873
49,0.8826890116168348,0.8714530332681016,0.8748151158065828,0.8993324856961221,0.8449795534924845,0.8468757873519779,0.8248015873015873
48,0.8826890116168348,0.8714530332681016,0.8741324664770419,0.8993324856961221,0.8443164235190097,0.8463928781389098,0.8248015873015873
47,0.8887558832331256,0.8714530332681016,0.8743112555871597,0.8993324856961221,0.8443716843501325,0.8465293524817334,0.8248015873015873
46,0.8826890116168348,0.8714530332681016,0.8744250304754165,0.8993324856961221,0.8442887931034483,0.8462983959015705,0.8248015873015873
45,0.8826890116168348,0.8714530332681016,0.8749288906948395,0.8993324856961221,0.8437638152077807,0.8460779373477786,0.8248015873015873
44,0.8826890116168348,0.8714530332681016,0.874262494920764,0.8993324856961221,0.8428520114942528,0.8460359452422944,0.8248015873015873
43,0.8826890116168348,0.8714530332681016,0.8748638764729785,0.8993324856961221,0.8425480769230769,0.8455215419501133,0.8248015873015873
42,0.8826890116168348,0.8714530332681016,0.8747988622511176,0.8993324856961221,0.8426033377541998,0.8462564037960864,0.8248015873015873
41,0.8826890116168348,0.8714530332681016,0.8749939049167006,0.8993324856961221,0.8443164235190097,0.8458259847148737,0.8248249299719888
40,0.8826890116168348,0.8714530332681016,0.8749939049167006,0.8993324856961221,0.8445927276746242,0.8457420005039052,0.8248015873015873
39,0.8826890116168348,0.8714530332681016,0.875026412027631,0.8993324856961221,0.8453663793103449,0.845909968925842,0.8248015873015873
38,0.8702832113611012,0.8714530332681016,0.8742624949207639,0.8993324856961221,0.8450624447391688,0.8458574787939868,0.8248015873015873
37,0.8826890116168348,0.8714530332681016,0.8750426655830963,0.8993324856961221,0.8442059018567638,0.845700008398421,0.8248015873015873
36,0.8826890116168348,0.8714530332681016,0.8743437626980902,0.8993324856961221,0.8425480769230769,0.8453535735281767,0.8248015873015873
35,0.8826890116168348,0.8714530332681016,0.8746525802519302,0.8993324856961221,0.8396192528735632,0.8450281347106744,0.8248015873015873
34,0.8826890116168348,0.8714530332681016,0.8739861844778545,0.8993324856961221,0.8390942749778957,0.8444612412866381,0.8248015873015873
33,0.8826890116168348,0.8714530332681016,0.8744087769199513,0.8993324856961221,0.8374778956675508,0.844702695893172,0.8248015873015873
32,0.8826890116168348,0.8714530332681016,0.8745550589191384,0.8993324856961221,0.8378370910698497,0.8445347274712353,0.8246381886087769
31,0.8826890116168348,0.8714530332681016,0.8741487200325071,0.8993324856961221,0.8378094606542883,0.844933652473335,0.8246148459383753
30,0.8826890116168348,0.8714530332681016,0.8756765542462414,0.8993324856961221,0.8369667329796641,0.8450701268161586,0.8245681605975723
29,0.8826890116168348,0.8714530332681016,0.8741162129215766,0.8993324856961221,0.8369114721485412,0.84568951037205,0.8245681605975723
28,0.8826890116168348,0.8714530332681016,0.8756115400243804,0.8993324856961221,0.8366904288240495,0.8464033761652809,0.8255018674136322
27,0.8826890116168348,0.8714530332681016,0.8741487200325071,0.8993324856961221,0.8367456896551724,0.8452800873435794,0.8274393090569561
26,0.8826890116168348,0.8714530332681016,0.875091426249492,0.8991417673235855,0.8361930813439434,0.8449966406315613,0.828092903828198
25,0.8937345267568082,0.8714530332681016,0.8756928078017067,0.8992053401144311,0.8352812776304155,0.8450281347106744,0.8281862745098039
24,0.8826890116168348,0.8713656695554934,0.8741487200325071,0.8989510489510489,0.8364141246684351,0.844671201814059,0.8302637721755369
23,0.8826890116168348,0.8716801789208833,0.8740024380333198,0.9002542911633822,0.836718059239611,0.844167296548249,0.8307072829131653
22,0.8826890116168348,0.872955689124965,0.8741162129215766,0.8994755244755246,0.8385416666666666,0.8443562610229277,0.8301003734827264
21,0.8826890116168348,0.8732701984903551,0.8755627793579847,0.8982517482517484,0.8381824712643678,0.8435584110187284,0.8294701213818861
20,0.8826890116168348,0.873270198490355,0.8755790329134499,0.8970279720279719,0.8385554818744473,0.8432959603594525,0.8267507002801121
19,0.8826890116168348,0.8717762790047525,0.8741487200325071,0.9007151938970122,0.8387350795755968,0.8443982531284119,0.8217203548085901
18,0.8826890116168348,0.8678798574224209,0.8755790329134499,0.9002622377622377,0.8398817418213971,0.8452800873435794,0.8225490196078431
17,0.8826890116168348,0.8648832820799552,0.8753839902478667,0.8986093452002543,0.8389975685234307,0.8462878978751995,0.8210550887021476
16,0.8826890116168348,0.8658268101761252,0.8753839902478667,0.897798792116974,0.8375607869142352,0.8465975896531451,0.8170284780578898
15,0.8826890116168348,0.8628477075761811,0.8762616822429906,0.896876986649714,0.8365108311229,0.8478153607121862,0.8196895424836601
14,0.8826890116168348,0.860191850712888,0.8793986184477854,0.8970200254291164,0.8359029619805483,0.8480200722264215,0.8183823529411764
13,0.8826890116168348,0.8610392787251886,0.8753677366924014,0.8950651621106166,0.8349082670203359,0.8489963886789285,0.8190826330532213
12,0.8826890116168348,0.8583921582331564,0.8760503860219423,0.8989669421487604,0.8334576702033598,0.8511642311245486,0.8158496732026145
11,0.8826890116168348,0.856208065417948,0.8764242177976431,0.8935235219326129,0.8299486074270557,0.8508177962543041,0.816374883286648
10,0.8826890116168348,0.8553431646631255,0.8759041040227549,0.8946519389701209,0.8239804376657824,0.8483455110439238,0.8182072829131652
9,0.8826890116168348,0.8546093094772156,0.8736611133685493,0.8944612205975843,0.8232344164456233,0.8474269337364575,0.8106325863678805
8,0.8792066817204885,0.8548189823874756,0.8746850873628605,0.8936824539097267,0.8262875773651637,0.846524103468548,0.8131302521008403
7,0.8826890116168348,0.8606810875034945,0.8646403900853312,0.8846392244119518,0.8205680813439435,0.8475844041320231,0.8119397759103641
6,0.8826890116168348,0.8585232038020687,0.8608858187728565,0.8799586776859505,0.8173905835543767,0.842193667590493,0.8137955182072829
5,0.8826890116168348,0.8521107072966172,0.8535879723689558,0.8771137952956135,0.8083554376657826,0.8455425380028555,0.8131069094304388
4,0.8826890116168348,0.8484851132233715,0.8502885006095083,0.8570009535918627,0.8044595490716181,0.8456265222138237,0.8172268907563025
3,0.8826209973610469,0.8474454850433324,0.8441527834213733,0.8466306420851875,0.8013373121131742,0.8331706139245821,0.798389355742297
2,0.8783224963952444,0.8241630556332122,0.829199512393336,0.8359027336300064,0.7885996905393458,0.8140379608633577,0.7685807656395891
1,0.8035884321353756,0.7894010343863573,0.7889069483949613,0.7862364907819452,0.7778652740937224,0.7685290165448896,0.6931372549019608
